FECHA,CO,NO,NO2,NOX,O3,PM10,SO2
15/03/2021,0.1,-99,-99,-99,43,36,3
15/03/2021,0.27,-99,-99,-99,33,41,2
15/03/2021,0.22,-99,-99,-99,34,43,2
15/03/2021,0.71,-99,-99,-99,16,58,5
15/03/2021,0.56,-99,-99,-99,12,57,2
15/03/2021,0.48,-99,-99,-99,9,45,3
15/03/2021,0.48,-99,-99,-99,7,52,3
16/03/2021,0.28,-99,-99,-99,13,42,3
16/03/2021,0.18,-99,-99,-99,14,37,2
16/03/2021,0.28,-99,-99,-99,8,35,3
16/03/2021,0.17,-99,-99,-99,10,34,2
16/03/2021,0.21,-99,-99,-99,7,34,2
16/03/2021,0.29,-99,-99,-99,4,33,2
16/03/2021,0.56,-99,-99,-99,3,38,2
16/03/2021,1.08,-99,-99,-99,2,55,3
16/03/2021,1.08,-99,-99,-99,8,56,4
16/03/2021,0.74,-99,-99,-99,24,57,3
16/03/2021,0.47,-99,-99,-99,37,50,4
16/03/2021,0.21,-99,-99,-99,57,37,3
16/03/2021,0.26,-99,-99,-99,74,52,4
16/03/2021,0.22,-99,-99,-99,89,45,3
16/03/2021,0.28,-99,-99,-99,95,52,3
16/03/2021,0.34,-99,-99,-99,85,50,2
16/03/2021,0.24,-99,-99,-99,61,47,2
16/03/2021,0.06,-99,-99,-99,43,49,1
16/03/2021,0.08,-99,-99,-99,33,44,1
16/03/2021,0.13,-99,-99,-99,32,49,1
16/03/2021,0.15,-99,-99,-99,32,45,1
16/03/2021,0.13,-99,-99,-99,29,44,1
16/03/2021,0.21,-99,-99,-99,18,50,1
16/03/2021,0.24,-99,-99,-99,13,49,2
17/03/2021,0.11,-99,-99,-99,17,36,2
17/03/2021,0.27,-99,-99,-99,5,42,2
17/03/2021,0.56,-99,-99,-99,3,40,2
17/03/2021,0.18,-99,-99,-99,3,33,1
17/03/2021,0.42,-99,-99,-99,2,47,3
17/03/2021,0.4,-99,-99,-99,2,43,3
17/03/2021,0.58,-99,-99,-99,1,36,2
17/03/2021,0.85,-99,-99,-99,3,43,3
17/03/2021,0.97,-99,-99,-99,8,-99,4
17/03/2021,-99,-99,-99,-99,23,59,-99
17/03/2021,-99,-99,-99,-99,43,60,3
17/03/2021,-99,-99,-99,-99,53,35,3
17/03/2021,-99,-99,-99,-99,59,38,3
17/03/2021,-99,-99,-99,-99,58,34,3
17/03/2021,-99,-99,-99,-99,81,34,3
17/03/2021,-99,-99,-99,-99,97,44,3
17/03/2021,-99,-99,-99,-99,100,62,4
17/03/2021,-99,-99,-99,-99,73,78,3
17/03/2021,-99,-99,-99,-99,48,85,2
17/03/2021,-99,-99,-99,-99,38,89,3
17/03/2021,-99,-99,-99,-99,37,41,2
17/03/2021,-99,-99,-99,-99,25,31,2
17/03/2021,-99,-99,-99,-99,31,27,2
17/03/2021,-99,-99,-99,-99,15,37,2
18/03/2021,-99,-99,-99,-99,5,39,3
18/03/2021,-99,-99,-99,-99,2,47,6
18/03/2021,-99,-99,-99,-99,11,39,5
18/03/2021,-99,-99,-99,-99,18,34,2
18/03/2021,-99,-99,-99,-99,21,30,4
18/03/2021,-99,-99,-99,-99,17,31,18
18/03/2021,-99,-99,-99,-99,15,24,23
18/03/2021,-99,-99,-99,-99,16,31,14
18/03/2021,-99,-99,-99,-99,27,40,7
18/03/2021,-99,-99,-99,-99,32,49,4
18/03/2021,-99,-99,-99,-99,42,56,2
18/03/2021,-99,-99,-99,-99,51,58,2
18/03/2021,-99,-99,-99,-99,59,68,2
18/03/2021,-99,-99,-99,-99,65,61,2
18/03/2021,-99,-99,-99,-99,69,75,2
18/03/2021,-99,-99,-99,-99,68,68,2
18/03/2021,-99,-99,-99,-99,55,94,3
18/03/2021,-99,-99,-99,-99,47,101,1
18/03/2021,-99,-99,-99,-99,38,43,2
18/03/2021,-99,-99,-99,-99,33,43,26
18/03/2021,-99,-99,-99,-99,32,20,3
18/03/2021,-99,-99,-99,-99,20,41,6
18/03/2021,-99,-99,-99,-99,21,44,9
18/03/2021,-99,-99,-99,-99,12,36,2
19/03/2021,0.05,2,25,27,21,27,1
19/03/2021,0.06,2,28,30,17,29,4
19/03/2021,0.08,1,21,22,15,38,57
19/03/2021,0.06,2,22,24,14,38,59
19/03/2021,0.13,6,31,36,8,41,58
19/03/2021,0.33,47,39,87,2,49,62
19/03/2021,0.59,71,34,105,2,40,42
19/03/2021,0.97,132,43,174,3,58,39
19/03/2021,1.19,103,50,153,6,74,34
19/03/2021,0.76,61,54,116,16,76,33
19/03/2021,0.68,35,60,95,31,89,27
19/03/2021,0.75,32,68,100,42,92,20
19/03/2021,0.57,20,46,65,56,75,12
19/03/2021,0.36,6,18,24,71,52,6
19/03/2021,0.25,7,22,29,59,34,4
19/03/2021,0.13,5,21,25,56,38,4
19/03/2021,0.19,5,24,29,50,33,6
19/03/2021,0.17,4,23,27,54,39,21
19/03/2021,0.26,8,31,39,33,44,9
19/03/2021,0.28,8,29,38,25,40,5
19/03/2021,0.13,6,27,33,28,41,4
19/03/2021,0.28,7,35,41,14,40,31
19/03/2021,0.56,7,34,40,11,41,71
19/03/2021,0.27,5,36,41,11,35,89
20/03/2021,0.33,8,42,50,5,40,67
20/03/2021,0.37,12,37,48,3,39,57
20/03/2021,0.24,6,29,36,5,34,28
20/03/2021,0.56,29,38,67,0,38,30
20/03/2021,0.29,25,34,59,2,36,18
20/03/2021,0.66,52,37,89,3,39,28
20/03/2021,0.62,67,41,108,1,32,51
20/03/2021,0.72,88,40,128,3,49,59
20/03/2021,0.88,84,47,132,7,62,55
20/03/2021,1.05,93,64,157,12,89,67
20/03/2021,0.93,46,64,110,27,99,63
20/03/2021,0.52,19,44,63,50,76,48
20/03/2021,0.33,11,33,44,60,63,31
20/03/2021,0.18,4,17,21,73,55,19
20/03/2021,0.14,3,20,22,71,51,18
20/03/2021,0.03,3,14,17,65,44,15
20/03/2021,0.15,3,18,21,63,39,14
20/03/2021,0.29,5,23,28,60,49,34
20/03/2021,0.19,4,24,28,46,40,12
20/03/2021,0.28,15,41,56,33,43,6
20/03/2021,0.16,11,37,49,35,33,5
20/03/2021,0.33,3,33,36,31,44,3
20/03/2021,0.54,4,43,47,16,44,4
20/03/2021,0.32,2,32,34,18,35,9
21/03/2021,-99,-99,-99,-99,-99,30,-99
21/03/2021,-99,-99,-99,-99,-99,33,-99
21/03/2021,-99,-99,-99,-99,-99,22,-99
21/03/2021,0.5,6,33,39,5,33,7
21/03/2021,0.34,3,26,29,11,26,4
21/03/2021,0.34,3,26,29,11,24,4
21/03/2021,0.52,22,32,53,7,25,7
21/03/2021,0.7,46,39,85,4,44,19
21/03/2021,0.65,16,32,48,18,45,7
21/03/2021,0.58,11,28,39,35,50,5
21/03/2021,0.54,11,29,41,49,49,7
21/03/2021,0.39,12,30,42,54,44,6
21/03/2021,0.32,5,18,23,70,42,5
21/03/2021,0.24,3,16,19,75,31,5
21/03/2021,0.24,2,14,16,82,29,4
21/03/2021,0.2,3,12,14,75,32,3
21/03/2021,0.18,1,10,11,72,24,2
21/03/2021,0.2,2,14,16,64,34,2
21/03/2021,0.21,1,16,17,47,35,1
21/03/2021,0.43,6,32,38,29,23,2
21/03/2021,0.52,11,37,49,30,46,3
21/03/2021,0.36,3,33,36,40,44,2
21/03/2021,0.38,2,35,36,33,51,3
21/03/2021,0.44,1,36,38,26,52,3
22/03/2021,0.29,2,26,28,18,29,2
22/03/2021,0.18,1,21,22,18,23,2
22/03/2021,0.2,2,25,28,13,23,2
22/03/2021,0.28,2,24,25,12,18,2
22/03/2021,0.19,1,20,21,15,18,2
22/03/2021,0.35,13,31,44,7,25,2
22/03/2021,0.71,56,37,92,2,29,2
22/03/2021,1.12,88,39,128,3,31,3
22/03/2021,1.03,57,50,107,12,56,3
22/03/2021,0.98,45,62,106,25,56,3
22/03/2021,0.68,26,49,74,39,50,4
22/03/2021,0.31,9,27,36,61,36,2
22/03/2021,0.19,3,15,19,68,26,1
22/03/2021,0.15,5,15,20,67,26,1
22/03/2021,0.26,7,16,22,64,25,2
22/03/2021,0.13,4,13,17,58,26,1
22/03/2021,0.09,3,12,15,51,30,1
22/03/2021,0.2,3,15,19,42,33,1
22/03/2021,0.15,3,16,19,35,44,1
22/03/2021,0.17,3,19,22,29,22,1
22/03/2021,0.29,3,27,30,20,43,2
22/03/2021,0.34,3,31,35,17,37,1
22/03/2021,0.63,15,37,52,8,25,2
22/03/2021,0.76,22,47,70,0,23,2
23/03/2021,0.5,10,43,53,3,31,1
23/03/2021,0.3,6,36,42,6,31,1
23/03/2021,0.25,9,32,41,8,16,1
23/03/2021,0.22,6,34,39,6,32,1
23/03/2021,0.28,7,33,40,5,37,1
23/03/2021,0.44,36,36,72,4,35,2
23/03/2021,0.76,74,40,114,1,29,3
23/03/2021,1.23,98,41,139,3,41,3
23/03/2021,0.92,61,53,114,14,50,3
23/03/2021,0.87,55,58,113,21,56,6
23/03/2021,0.63,30,49,79,34,53,3
23/03/2021,0.35,16,34,49,50,48,3
23/03/2021,0.32,8,26,34,62,28,3
23/03/2021,0.14,6,16,22,52,18,1
23/03/2021,0.17,5,14,19,59,4,2
23/03/2021,0.05,4,9,13,45,-99,1
23/03/2021,0.09,3,9,13,48,-99,1
23/03/2021,0.13,4,12,16,40,-99,1
23/03/2021,0.14,4,13,17,33,-99,1
23/03/2021,0.22,4,20,24,23,-99,1
23/03/2021,0.27,2,26,28,18,-99,1
23/03/2021,0.54,14,35,48,11,-99,2
23/03/2021,0.76,30,45,75,3,-99,4
23/03/2021,0.76,23,42,65,3,-99,2
24/03/2021,0.38,13,34,47,8,-99,1
24/03/2021,0.27,5,33,39,5,-99,1
24/03/2021,0.5,15,38,53,3,-99,1
24/03/2021,0.22,5,29,34,7,-99,1
24/03/2021,0.25,4,28,32,7,-99,1
24/03/2021,0.3,14,33,47,3,-99,1
24/03/2021,0.66,49,35,84,2,-99,2
24/03/2021,1.08,94,41,134,3,-99,3
24/03/2021,1.25,95,58,152,9,-99,4
24/03/2021,1.39,93,83,176,15,-99,6
24/03/2021,0.87,44,67,111,34,-99,5
24/03/2021,0.51,11,38,49,60,-99,2
24/03/2021,0.3,6,22,28,67,-99,1
24/03/2021,0.11,5,12,17,49,-99,1
24/03/2021,0.11,5,11,17,55,-99,1
24/03/2021,0.12,2,9,11,61,-99,1
24/03/2021,0.1,5,13,17,44,-99,1
24/03/2021,-99,-99,-99,-99,-99,-99,-99
24/03/2021,0.04,4,14,18,33,-99,1
24/03/2021,0.1,4,18,21,27,-99,1
24/03/2021,0.08,3,17,20,27,-99,1
24/03/2021,0.21,6,33,39,11,-99,1
24/03/2021,0.21,5,32,37,12,-99,1
24/03/2021,0.3,5,36,41,7,-99,2
25/03/2021,0.41,18,38,56,3,24,1
25/03/2021,0.16,5,29,34,8,17,1
25/03/2021,0.14,5,32,37,4,13,1
25/03/2021,0.03,2,25,27,10,13,1
25/03/2021,0.2,9,29,38,6,20,1
25/03/2021,0.35,42,35,77,2,23,2
25/03/2021,0.56,71,38,109,1,23,3
25/03/2021,0.81,81,39,120,3,35,3
25/03/2021,0.82,63,43,106,12,39,3
25/03/2021,0.73,37,53,90,27,42,3
25/03/2021,0.82,26,61,87,45,56,2
25/03/2021,0.43,15,38,53,53,35,2
25/03/2021,0.2,9,26,35,60,18,2
25/03/2021,0.18,8,24,32,66,11,2
25/03/2021,0.15,6,17,23,65,19,1
25/03/2021,0.09,3,19,22,85,22,2
25/03/2021,0.12,1,16,17,96,23,1
25/03/2021,0.22,2,20,23,92,25,1
25/03/2021,0.29,1,26,27,52,47,1
25/03/2021,0.32,2,28,30,39,55,2
25/03/2021,0.37,3,34,37,27,43,1
25/03/2021,0.47,8,35,42,22,25,2
25/03/2021,0.41,7,33,40,13,21,2
25/03/2021,0.41,4,32,36,13,24,2
26/03/2021,0.45,2,37,39,8,35,2
26/03/2021,0.31,7,38,44,6,28,1
26/03/2021,0.15,2,29,31,12,21,1
26/03/2021,0.19,3,29,32,9,24,1
26/03/2021,0.19,3,28,31,10,27,2
26/03/2021,0.34,14,36,50,2,32,2
26/03/2021,1.01,91,39,130,2,34,4
26/03/2021,1.18,106,43,148,3,45,5
26/03/2021,1.09,71,53,124,12,59,4
26/03/2021,0.86,30,59,89,32,60,4
26/03/2021,0.63,18,48,66,49,68,6
26/03/2021,0.27,11,29,40,55,34,4
26/03/2021,0.18,9,17,26,61,21,4
26/03/2021,0.22,3,17,20,84,25,4
26/03/2021,0.24,3,20,24,93,50,4
26/03/2021,0.23,2,21,23,98,49,4
26/03/2021,0.29,3,23,27,90,44,3
26/03/2021,0.26,1,18,20,86,49,2
26/03/2021,0.45,6,38,44,48,51,3
26/03/2021,0.44,3,31,34,33,46,2
26/03/2021,0.47,6,40,46,23,42,2
26/03/2021,0.67,11,55,66,15,38,2
26/03/2021,0.43,8,53,61,8,57,9
26/03/2021,0.3,7,41,49,22,30,2
27/03/2021,-99,-99,-99,-99,-99,33,-99
27/03/2021,-99,-99,-99,-99,-99,46,-99
27/03/2021,-99,-99,-99,-99,-99,39,-99
27/03/2021,0.44,7,51,57,6,51,3
27/03/2021,0.67,24,48,72,3,39,2
27/03/2021,0.62,25,46,71,2,24,2
27/03/2021,0.64,32,46,79,2,28,2
27/03/2021,1.15,91,50,141,3,44,3
27/03/2021,1.42,129,66,195,7,61,8
27/03/2021,0.99,49,70,119,22,63,5
27/03/2021,0.96,29,70,99,42,70,9
27/03/2021,0.8,18,63,81,58,62,9
27/03/2021,0.56,8,34,41,84,53,6
27/03/2021,0.44,1,22,24,111,68,4
27/03/2021,0.37,2,19,21,96,60,3
27/03/2021,0.27,1,13,14,91,40,3
27/03/2021,0.31,2,18,20,89,42,6
27/03/2021,0.26,0,13,13,92,39,7
27/03/2021,0.41,5,27,33,71,41,10
27/03/2021,0.59,47,55,102,21,59,8
27/03/2021,0.51,24,50,74,22,46,7
27/03/2021,0.52,10,39,49,26,44,3
27/03/2021,0.52,4,43,47,17,56,6
27/03/2021,0.46,2,31,33,25,57,1
28/03/2021,0.44,1,27,28,26,54,3
28/03/2021,0.46,1,32,34,21,28,4
28/03/2021,0.49,1,31,33,17,33,6
28/03/2021,0.49,4,37,40,10,31,4
28/03/2021,0.39,1,23,24,21,28,3
28/03/2021,0.52,12,38,49,6,43,5
28/03/2021,0.52,11,38,49,8,32,3
28/03/2021,0.59,18,38,57,10,31,3
28/03/2021,0.57,14,30,44,27,42,4
28/03/2021,0.53,13,34,47,40,44,7
28/03/2021,0.53,20,41,60,41,47,9
28/03/2021,0.34,6,22,28,66,41,6
28/03/2021,0.2,2,14,16,74,29,8
28/03/2021,0.22,3,15,18,77,29,11
28/03/2021,0.35,6,16,22,71,46,6
28/03/2021,0.21,4,14,18,63,133,4
28/03/2021,0.22,4,15,19,46,423,1
28/03/2021,0.18,3,15,18,41,204,1
28/03/2021,0.12,3,16,20,37,91,1
28/03/2021,0.12,3,11,14,36,-99,1
28/03/2021,0.1,3,13,17,32,19,2
28/03/2021,0.15,3,16,19,27,33,5
28/03/2021,0.13,1,15,17,26,20,4
28/03/2021,0.06,1,12,13,26,20,3
29/03/2021,0.06,1,12,13,25,16,1
29/03/2021,0.01,1,10,11,25,16,3
29/03/2021,0.01,4,13,17,20,-99,2
29/03/2021,0.02,6,15,22,15,-99,1
29/03/2021,0.18,3,10,14,19,-99,1
29/03/2021,0.08,4,14,18,14,7,2
29/03/2021,0.24,14,25,39,5,11,1
29/03/2021,0.64,19,23,42,9,16,3
29/03/2021,0.43,18,18,37,18,12,3
29/03/2021,0.34,14,18,32,19,-99,1
29/03/2021,0.37,12,17,29,28,27,2
29/03/2021,0.3,13,21,33,37,26,3
29/03/2021,0.35,9,21,30,48,40,2
29/03/2021,0.33,6,19,25,61,43,2
29/03/2021,0.53,10,28,39,63,46,3
29/03/2021,0.44,6,20,26,76,43,2
29/03/2021,0.45,7,26,33,69,54,2
29/03/2021,0.51,6,25,31,62,47,2
29/03/2021,0.45,7,35,42,34,23,3
29/03/2021,0.36,7,33,39,19,29,5
29/03/2021,0.43,10,42,52,9,28,5
29/03/2021,0.35,16,46,62,7,24,10
29/03/2021,0.43,7,38,45,7,25,32
29/03/2021,0.35,5,32,37,8,23,38
30/03/2021,0.28,3,27,30,10,30,36
30/03/2021,0.2,1,19,19,18,31,30
30/03/2021,0.27,1,17,18,22,44,18
30/03/2021,0.32,1,23,24,15,-99,14
30/03/2021,0.33,1,22,24,14,37,9
30/03/2021,0.51,12,30,42,5,45,6
30/03/2021,0.75,42,36,78,2,48,7
30/03/2021,1.02,89,39,128,3,55,9
30/03/2021,1.44,118,55,173,7,88,13
30/03/2021,0.84,44,53,97,23,84,18
30/03/2021,0.74,24,47,71,39,70,12
30/03/2021,0.5,11,31,42,63,58,8
30/03/2021,0.26,5,19,24,76,56,5
30/03/2021,0.28,4,15,20,77,39,9
30/03/2021,0.26,4,15,19,80,51,14
30/03/2021,0.24,4,16,20,75,52,6
30/03/2021,0.25,4,15,19,71,59,4
30/03/2021,0.32,5,19,23,62,48,5
30/03/2021,0.31,7,25,33,45,92,3
30/03/2021,0.31,7,17,24,48,52,1
30/03/2021,0.45,9,24,33,44,38,1
30/03/2021,0.28,4,24,28,46,28,1
30/03/2021,0.47,4,43,47,26,41,2
30/03/2021,0.4,2,42,44,23,30,2
31/03/2021,0.37,1,37,38,24,48,1
31/03/2021,0.2,0,19,20,38,37,1
31/03/2021,0.2,1,22,23,33,31,1
31/03/2021,0.24,1,29,30,26,34,1
31/03/2021,0.23,1,23,23,28,30,1
31/03/2021,0.3,4,35,39,15,38,1
31/03/2021,0.57,21,48,69,6,32,1
31/03/2021,1.3,101,53,154,4,51,3
31/03/2021,1.09,63,56,120,16,55,4
31/03/2021,1.19,54,74,129,24,62,6
31/03/2021,0.92,30,64,94,38,71,6
31/03/2021,0.49,12,28,40,60,68,3
31/03/2021,0.35,6,19,25,67,64,2
31/03/2021,0.31,10,18,28,62,62,2
31/03/2021,0.29,8,15,23,52,49,2
31/03/2021,0.37,9,13,22,49,80,2
31/03/2021,0.31,9,18,27,48,81,1
31/03/2021,0.52,8,17,25,55,139,1
31/03/2021,0.36,8,20,27,46,121,1
31/03/2021,0.26,9,24,33,35,88,1
31/03/2021,0.31,5,27,33,27,112,5
31/03/2021,0.22,4,18,22,25,59,3
31/03/2021,0.16,2,15,17,26,55,3
31/03/2021,0.11,1,14,14,29,32,2
01/04/2021,0.07,0,11,11,32,25,1
01/04/2021,0.05,0,9,9,34,-99,1
01/04/2021,0.08,1,10,11,33,26,1
01/04/2021,0.06,0,9,9,36,28,2
01/04/2021,0.1,0,13,14,31,29,2
01/04/2021,0.15,1,17,18,28,25,2
01/04/2021,0.21,3,20,23,23,21,3
01/04/2021,0.18,9,18,27,23,21,3
01/04/2021,0.35,11,16,27,28,22,3
01/04/2021,0.27,9,11,20,33,31,1
01/04/2021,0.22,9,9,19,35,44,1
01/04/2021,0.21,5,8,13,38,72,1
01/04/2021,0.19,10,20,30,38,60,1
01/04/2021,0.15,8,11,19,36,88,1
01/04/2021,0.26,6,10,16,35,42,1
01/04/2021,0.19,8,9,17,35,18,1
01/04/2021,0.23,6,9,15,32,41,2
01/04/2021,0.2,10,15,25,21,90,1
01/04/2021,0.18,8,15,22,20,52,1
01/04/2021,0.17,9,17,25,17,22,3
01/04/2021,0.2,4,15,19,20,21,5
01/04/2021,0.14,2,14,17,21,11,2
01/04/2021,0.12,2,11,13,22,6,1
01/04/2021,0.09,1,10,11,21,10,1
02/04/2021,-99,-99,-99,-99,-99,9,-99
02/04/2021,-99,-99,-99,-99,-99,11,-99
02/04/2021,-99,-99,-99,-99,-99,8,-99
02/04/2021,0.13,1,13,14,17,13,2
02/04/2021,0.27,1,16,17,13,17,4
02/04/2021,0.12,1,16,17,12,8,5
02/04/2021,0.13,3,17,20,10,16,4
02/04/2021,0.17,10,19,29,9,23,5
02/04/2021,0.2,12,18,30,13,17,7
02/04/2021,0.16,11,15,26,21,20,7
02/04/2021,0.26,9,13,22,28,9,4
02/04/2021,0.11,7,11,18,35,11,3
02/04/2021,0.15,5,8,13,39,13,2
02/04/2021,0.12,3,10,13,41,18,1
02/04/2021,0.14,3,8,12,41,26,1
02/04/2021,0.16,5,8,13,40,35,2
02/04/2021,0.08,3,9,12,40,27,1
02/04/2021,0.12,5,11,16,35,47,4
02/04/2021,0.14,4,12,16,29,46,4
02/04/2021,0.18,3,16,18,21,35,5
02/04/2021,0.16,3,14,18,20,22,6
02/04/2021,0.16,2,17,19,17,7,2
02/04/2021,0.13,1,14,16,19,7,4
02/04/2021,0.14,1,17,18,15,17,24
03/04/2021,0.1,1,15,16,17,20,28
03/04/2021,0.08,1,14,15,15,25,29
03/04/2021,0.08,1,14,15,15,18,24
03/04/2021,0.1,1,14,15,12,20,17
03/04/2021,0.2,8,24,32,4,24,21
03/04/2021,0.22,16,28,43,2,29,27
03/04/2021,0.32,35,27,62,2,33,28
03/04/2021,0.48,54,27,82,4,46,29
03/04/2021,0.37,34,26,60,12,46,27
03/04/2021,0.44,48,32,81,14,50,20
03/04/2021,0.36,31,33,65,26,43,16
03/04/2021,0.43,20,35,55,41,52,13
03/04/2021,0.18,5,14,19,54,31,5
03/04/2021,0.09,4,9,13,48,19,2
03/04/2021,0.26,5,11,16,52,-99,3
03/04/2021,-99,-99,-99,-99,-99,-99,-99
03/04/2021,0.18,3,12,16,61,-99,20
03/04/2021,0.09,3,14,17,52,-99,11
03/04/2021,0.11,5,19,24,39,33,4
03/04/2021,0.11,7,24,31,23,27,2
03/04/2021,0.21,3,19,24,24,14,4
03/04/2021,0.14,5,14,19,24,23,2
03/04/2021,0.14,2,15,17,21,20,3
03/04/2021,0.11,1,18,19,17,28,14
04/04/2021,0.11,1,19,20,14,28,22
04/04/2021,0.13,5,27,32,7,11,21
04/04/2021,0.18,11,31,42,3,17,29
04/04/2021,0.18,11,32,43,3,22,25
04/04/2021,0.26,10,30,40,4,26,23
04/04/2021,0.43,49,32,81,2,27,40
04/04/2021,0.69,63,31,94,2,35,57
04/04/2021,0.75,77,30,107,4,40,38
04/04/2021,0.59,63,31,94,9,44,32
04/04/2021,0.47,34,34,69,22,55,36
04/04/2021,0.49,22,38,59,38,55,27
04/04/2021,0.32,8,23,31,58,30,13
04/04/2021,0.21,5,15,20,67,30,5
04/04/2021,0.28,6,13,19,69,23,5
04/04/2021,0.24,6,13,19,68,13,12
04/04/2021,0.16,4,12,16,64,13,9
04/04/2021,0.1,4,9,13,60,20,2
04/04/2021,0.14,4,12,16,55,20,2
04/04/2021,0.13,2,14,16,45,14,1
04/04/2021,0.12,2,17,20,33,28,3
04/04/2021,0.16,3,20,23,29,38,4
04/04/2021,0.13,6,26,33,20,22,1
04/04/2021,0.17,4,21,24,21,17,2
04/04/2021,0.12,2,24,26,16,18,6
05/04/2021,0.07,1,21,22,16,27,46
05/04/2021,0.09,6,29,35,9,31,55
05/04/2021,0.1,10,34,43,3,36,36
05/04/2021,0.06,9,33,42,3,28,46
05/04/2021,0.17,56,36,93,2,37,68
05/04/2021,0.32,68,37,105,2,35,67
05/04/2021,0.67,82,38,120,2,50,80
05/04/2021,0.91,105,37,142,3,49,45
05/04/2021,0.98,104,42,146,6,-99,39
05/04/2021,-99,-99,-99,-99,-99,-99,-99
05/04/2021,-99,-99,-99,-99,-99,-99,-99
05/04/2021,-99,-99,-99,-99,-99,-99,-99
05/04/2021,0.28,13,26,39,54,43,7
05/04/2021,0.28,7,18,24,56,40,3
05/04/2021,0.35,9,17,26,51,33,2
05/04/2021,0.17,4,14,19,54,46,4
05/04/2021,0.22,4,20,24,46,58,9
05/04/2021,0.25,3,24,26,43,41,11
05/04/2021,0.23,2,24,26,38,32,7
05/04/2021,0.37,6,33,39,20,33,4
05/04/2021,0.78,18,43,62,10,32,5
05/04/2021,0.76,22,52,74,2,25,5
05/04/2021,0.61,20,44,63,10,35,5
05/04/2021,0.29,2,30,32,20,27,7
06/04/2021,0.28,2,32,34,15,33,14
06/04/2021,0.22,4,32,36,13,28,16
06/04/2021,0.17,2,23,24,17,23,11
06/04/2021,0.21,3,29,32,13,34,12
06/04/2021,0.36,10,32,42,12,28,14
06/04/2021,0.53,29,38,67,4,34,9
06/04/2021,0.75,48,43,91,1,34,6
06/04/2021,1.14,97,50,148,4,54,12
06/04/2021,0.56,35,38,73,16,46,23
06/04/2021,0.53,22,35,57,31,42,14
06/04/2021,0.35,17,34,51,42,38,11
06/04/2021,0.32,15,20,35,54,28,7
06/04/2021,0.23,4,21,25,68,36,5
06/04/2021,0.23,4,17,21,65,28,4
06/04/2021,0.16,2,12,15,60,33,2
06/04/2021,0.35,3,20,23,60,70,3
06/04/2021,0.52,11,35,45,40,32,3
06/04/2021,0.29,7,26,34,35,26,2
06/04/2021,0.38,4,23,27,33,15,2
06/04/2021,0.37,6,30,36,24,9,2
06/04/2021,0.24,4,26,29,25,10,2
06/04/2021,0.26,5,38,43,15,24,4
06/04/2021,0.11,1,23,24,31,10,3
06/04/2021,0.13,2,35,37,17,17,4
07/04/2021,0.12,1,29,31,22,13,4
07/04/2021,0.18,1,21,22,21,17,2
07/04/2021,0.12,1,27,29,16,17,2
07/04/2021,0.19,6,34,40,4,23,2
07/04/2021,0.35,36,29,66,1,18,2
07/04/2021,0.67,69,29,98,1,19,3
07/04/2021,1.02,93,30,123,1,21,3
07/04/2021,1.79,152,41,193,3,32,4
07/04/2021,1.46,95,61,156,8,47,5
07/04/2021,1.07,65,71,136,20,58,4
07/04/2021,0.9,45,68,114,32,53,5
07/04/2021,0.57,19,39,58,51,47,4
07/04/2021,0.39,10,28,38,64,38,3
07/04/2021,0.26,10,19,29,65,33,2
07/04/2021,0.13,6,14,20,66,30,6
07/04/2021,0.16,6,13,19,67,37,12
07/04/2021,0.26,8,17,25,61,20,3
07/04/2021,0.26,8,18,26,56,17,2
07/04/2021,0.36,4,23,27,52,22,2
07/04/2021,1.21,13,54,67,23,20,3
07/04/2021,0.55,13,36,48,25,40,2
07/04/2021,0.83,7,35,42,35,42,3
07/04/2021,0.55,4,39,43,22,29,2
07/04/2021,0.4,4,44,48,9,24,2
08/04/2021,-99,-99,-99,-99,-99,25,-99
08/04/2021,-99,-99,-99,-99,-99,26,-99
08/04/2021,-99,-99,-99,-99,-99,27,-99
08/04/2021,0.36,10,33,43,8,33,2
08/04/2021,0.53,23,38,61,1,31,2
08/04/2021,0.68,45,40,85,2,41,2
08/04/2021,1.41,127,43,170,2,46,4
08/04/2021,1.54,121,48,169,4,48,4
08/04/2021,1.08,54,57,111,16,54,4
08/04/2021,0.88,41,69,110,30,61,5
08/04/2021,0.9,29,70,99,45,66,6
08/04/2021,0.64,16,45,61,67,58,4
08/04/2021,0.19,5,18,23,73,36,2
08/04/2021,0.22,6,19,25,80,27,3
08/04/2021,0.22,5,17,22,79,38,2
08/04/2021,0.21,4,15,19,79,28,2
08/04/2021,0.21,5,18,23,70,25,2
08/04/2021,0.31,2,23,24,60,66,2
08/04/2021,0.3,2,27,29,48,24,1
08/04/2021,0.28,1,26,27,48,48,1
08/04/2021,0.27,4,25,29,46,34,4
08/04/2021,0.28,3,25,28,43,39,4
08/04/2021,0.11,1,12,14,52,32,2
08/04/2021,0.01,1,16,17,45,11,3
09/04/2021,0.02,2,23,25,38,21,3
09/04/2021,0.04,0,16,16,36,26,2
09/04/2021,0.08,1,20,21,28,24,2
09/04/2021,0.12,1,22,24,25,27,2
09/04/2021,0.41,16,43,60,2,39,2
09/04/2021,0.99,89,49,138,0,39,3
09/04/2021,1.05,88,45,134,1,33,3
09/04/2021,1.7,134,50,184,3,49,4
09/04/2021,1.65,124,71,194,7,76,7
09/04/2021,0.94,62,68,130,23,66,9
