FECHA,CO,NO,NO2,NOX,O3,PM10,SO2
09/04/2021,0.53,20,44,63,45,45,6
09/04/2021,0.28,10,24,34,65,31,3
09/04/2021,0.15,3,16,19,76,42,2
09/04/2021,0.19,5,18,23,80,38,2
09/04/2021,0.16,2,20,22,89,43,2
09/04/2021,0.11,3,14,17,70,33,1
09/04/2021,0.15,2,13,15,65,50,2
09/04/2021,0.19,3,24,27,51,25,1
09/04/2021,0.16,2,20,21,47,34,1
09/04/2021,0.24,1,24,26,40,35,2
09/04/2021,0.4,1,27,29,36,17,2
09/04/2021,0.29,3,29,32,30,34,1
09/04/2021,0.35,2,33,35,22,20,2
09/04/2021,0.29,4,37,41,20,25,2
10/04/2021,0.56,10,56,66,5,29,2
10/04/2021,0.49,10,50,60,8,29,2
10/04/2021,0.4,5,39,44,17,34,2
10/04/2021,0.25,2,32,34,18,35,2
10/04/2021,0.37,10,44,54,5,38,2
10/04/2021,0.64,31,48,78,1,45,2
10/04/2021,1.07,76,43,119,2,40,3
10/04/2021,1.1,82,47,130,5,43,3
10/04/2021,1.5,104,70,174,12,79,10
10/04/2021,1,41,63,104,27,61,7
10/04/2021,0.46,18,41,59,46,58,6
10/04/2021,0.31,10,28,37,66,43,5
10/04/2021,0.2,6,23,28,74,41,4
10/04/2021,0.08,2,14,17,80,20,3
10/04/2021,0.2,4,18,22,90,38,4
10/04/2021,0.16,3,16,19,92,38,5
10/04/2021,0.14,0,16,17,75,47,3
10/04/2021,0.1,0,16,16,77,43,2
10/04/2021,0.09,1,14,15,61,42,2
10/04/2021,0.05,1,11,13,55,16,2
10/04/2021,0.15,1,18,19,47,36,2
10/04/2021,0.49,5,45,50,27,56,2
10/04/2021,0.41,2,41,43,29,33,2
10/04/2021,0.28,1,29,30,32,27,3
11/04/2021,0.29,1,35,36,23,36,2
11/04/2021,0.33,4,39,43,15,37,2
11/04/2021,0.25,2,31,33,14,32,1
11/04/2021,0.27,1,30,32,14,31,1
11/04/2021,0.29,3,33,36,10,29,2
11/04/2021,0.46,15,38,53,3,41,2
11/04/2021,0.64,29,41,70,3,46,2
11/04/2021,0.96,48,43,91,6,50,2
11/04/2021,0.7,40,45,85,17,55,6
11/04/2021,0.24,19,33,52,38,56,21
11/04/2021,0.37,8,29,37,60,50,22
11/04/2021,0.18,4,21,24,78,49,6
11/04/2021,0.14,6,18,24,75,42,5
11/04/2021,0.05,2,12,13,97,36,4
11/04/2021,0.08,2,13,15,101,48,3
11/04/2021,0.08,0,12,12,97,37,2
11/04/2021,0.03,1,11,12,61,38,2
11/04/2021,0.01,1,11,12,68,47,2
11/04/2021,0.03,1,12,13,58,30,2
11/04/2021,0.08,1,15,16,53,47,2
11/04/2021,0.04,1,14,15,46,19,2
11/04/2021,0.12,1,16,17,40,20,2
11/04/2021,0.27,5,31,36,23,21,2
11/04/2021,0.3,1,24,25,31,51,2
12/04/2021,0.23,1,33,35,19,28,2
12/04/2021,0.3,2,34,36,14,46,2
12/04/2021,0.19,1,21,22,18,45,1
12/04/2021,0.18,2,27,29,12,42,1
12/04/2021,0.29,10,34,44,7,43,2
12/04/2021,0.91,91,44,134,2,58,3
12/04/2021,1.17,116,46,162,2,67,5
12/04/2021,1.73,159,57,217,3,67,5
12/04/2021,1.44,113,70,182,8,71,5
12/04/2021,0.75,42,62,104,25,60,5
12/04/2021,0.75,19,58,77,49,67,4
12/04/2021,0.36,10,33,43,69,60,4
12/04/2021,0.09,6,20,26,72,45,3
12/04/2021,0.18,5,22,27,86,51,4
12/04/2021,0.12,1,16,18,101,43,3
12/04/2021,0.15,2,18,20,89,47,2
12/04/2021,0.14,2,19,21,70,42,1
12/04/2021,0.14,2,21,22,64,42,1
12/04/2021,0.09,1,16,18,55,80,2
12/04/2021,0.13,1,16,17,56,29,2
12/04/2021,0.09,1,17,19,56,33,3
12/04/2021,0.19,2,34,37,30,69,7
12/04/2021,0.07,1,35,36,30,30,2
12/04/2021,0.06,1,25,26,37,43,2
13/04/2021,0.01,0,15,16,41,31,2
13/04/2021,0.05,0,17,17,36,31,2
13/04/2021,0.04,0,15,15,36,31,1
13/04/2021,0.14,0,18,19,30,36,1
13/04/2021,0.39,10,45,56,9,42,2
13/04/2021,0.6,27,54,80,2,41,2
13/04/2021,1.13,81,58,139,2,58,4
13/04/2021,1.46,105,58,163,3,56,3
13/04/2021,1.08,64,61,125,12,61,4
13/04/2021,0.84,43,67,110,24,69,12
13/04/2021,0.53,18,42,60,51,56,6
13/04/2021,0.32,4,21,25,74,45,3
13/04/2021,0.37,8,24,31,89,49,3
13/04/2021,0.22,4,17,21,82,36,3
13/04/2021,0.23,3,17,21,84,42,3
13/04/2021,0.19,3,22,24,80,53,3
13/04/2021,0.27,2,31,33,67,48,2
13/04/2021,0.39,6,34,39,53,60,2
13/04/2021,0.3,5,35,40,38,43,6
13/04/2021,0.11,2,21,22,47,31,2
13/04/2021,0.18,4,29,33,32,22,2
13/04/2021,0.14,2,22,23,38,14,2
13/04/2021,0.17,1,21,22,32,21,2
13/04/2021,0.11,1,21,22,25,22,2
14/04/2021,-99,-99,-99,-99,-99,29,-99
14/04/2021,-99,-99,-99,-99,-99,26,-99
14/04/2021,-99,-99,-99,-99,-99,30,-99
14/04/2021,0.28,11,31,42,4,33,1
14/04/2021,0.46,14,39,53,0,39,1
14/04/2021,0.65,59,34,94,1,36,2
14/04/2021,1.4,114,41,155,0,47,3
14/04/2021,1.98,164,50,214,1,53,5
14/04/2021,1.57,121,66,187,6,69,8
14/04/2021,1.44,80,79,158,16,83,8
14/04/2021,0.61,24,48,72,48,59,4
14/04/2021,0.45,11,32,42,66,55,4
14/04/2021,0.17,5,15,21,74,40,3
14/04/2021,0.2,4,13,17,80,42,2
14/04/2021,0.14,3,15,18,73,38,2
14/04/2021,0.08,3,18,21,62,24,2
14/04/2021,0.08,2,14,16,61,37,1
14/04/2021,0.16,2,22,25,57,30,1
14/04/2021,0.14,2,20,21,50,30,2
14/04/2021,-99,-99,-99,-99,-99,-99,-99
14/04/2021,0.13,2,17,19,43,9,2
14/04/2021,0.03,3,20,23,39,32,4
14/04/2021,0.07,1,16,17,38,17,2
14/04/2021,0.07,1,15,16,37,16,1
15/04/2021,0.07,0,14,14,34,22,1
15/04/2021,0.01,0,13,14,30,20,1
15/04/2021,0.05,0,15,15,29,21,1
15/04/2021,0.08,1,25,26,20,21,1
15/04/2021,0.28,13,39,52,5,29,2
15/04/2021,0.66,56,44,101,3,27,3
15/04/2021,1.05,96,47,144,2,46,6
15/04/2021,1.51,131,47,178,4,46,6
15/04/2021,1,71,48,119,11,43,5
15/04/2021,0.69,36,52,88,28,36,4
15/04/2021,0.7,37,60,97,34,51,7
15/04/2021,0.2,9,19,28,56,32,2
15/04/2021,0.13,4,13,17,71,36,2
15/04/2021,0.17,5,16,21,79,42,2
15/04/2021,0.16,6,22,27,80,26,2
15/04/2021,0.11,2,15,16,91,35,2
15/04/2021,0.2,2,22,23,91,31,2
15/04/2021,0.15,3,21,24,57,30,1
15/04/2021,0.15,3,21,24,55,21,2
15/04/2021,0.45,4,40,44,33,25,1
15/04/2021,0.27,3,26,29,39,13,1
15/04/2021,0.24,1,28,29,37,33,1
15/04/2021,0.32,1,35,36,25,19,2
15/04/2021,0.5,3,44,47,13,19,1
16/04/2021,1.28,9,54,63,8,43,3
16/04/2021,0.65,20,52,72,2,41,2
16/04/2021,0.24,5,36,41,12,27,2
16/04/2021,0.23,4,35,39,8,32,1
16/04/2021,0.38,9,37,46,6,29,1
16/04/2021,0.75,50,43,93,1,42,2
16/04/2021,1.39,120,45,165,1,50,3
16/04/2021,1.75,151,53,204,3,55,5
16/04/2021,1.39,105,66,170,9,72,6
16/04/2021,0.54,26,42,69,31,52,5
16/04/2021,0.34,8,20,28,56,36,2
16/04/2021,0.26,6,14,20,61,34,2
16/04/2021,0.17,7,18,25,71,39,4
16/04/2021,0.1,2,14,16,86,49,3
16/04/2021,0.11,2,15,17,99,43,3
16/04/2021,0.17,4,16,20,108,45,2
16/04/2021,0.2,1,18,19,115,45,2
16/04/2021,0.31,1,26,27,81,52,2
16/04/2021,0.28,3,27,30,71,50,2
16/04/2021,0.57,8,39,47,57,42,2
16/04/2021,0.76,5,57,62,22,50,2
16/04/2021,0.37,2,32,35,30,44,1
16/04/2021,0.12,0,17,17,43,43,1
16/04/2021,0.35,2,32,34,24,55,1
17/04/2021,0.28,1,34,35,22,32,2
17/04/2021,0.29,1,31,32,22,38,2
17/04/2021,0.35,3,33,36,13,38,1
17/04/2021,0.4,7,41,48,4,36,1
17/04/2021,0.64,16,41,57,2,41,1
17/04/2021,0.74,45,43,88,2,41,2
17/04/2021,1.22,104,45,149,1,44,4
17/04/2021,1.25,101,50,151,4,56,4
17/04/2021,1.52,132,68,200,7,88,13
17/04/2021,0.83,41,57,98,25,72,6
17/04/2021,0.62,18,46,64,50,54,4
17/04/2021,0.31,7,30,36,71,40,4
17/04/2021,0.18,4,20,24,88,51,3
17/04/2021,0.22,2,15,18,104,59,3
17/04/2021,0.17,1,15,16,98,43,3
17/04/2021,0.1,1,10,12,70,44,3
17/04/2021,0.07,1,11,12,62,55,3
17/04/2021,0.06,1,10,11,58,52,2
17/04/2021,0.04,1,10,10,49,39,1
17/04/2021,0.1,1,12,13,43,44,1
17/04/2021,0.14,1,13,14,40,43,1
17/04/2021,0.2,2,22,23,29,28,1
17/04/2021,0.24,1,23,24,26,20,3
17/04/2021,0.42,3,37,40,14,30,10
18/04/2021,0.38,3,32,35,13,25,2
18/04/2021,0.31,4,30,34,12,33,2
18/04/2021,0.42,5,36,41,4,34,3
18/04/2021,0.3,4,28,32,9,27,2
18/04/2021,0.35,4,26,30,9,31,1
18/04/2021,0.58,31,35,66,2,48,4
18/04/2021,0.79,49,36,86,2,53,4
18/04/2021,0.56,23,29,53,10,-99,3
18/04/2021,-99,-99,-99,-99,-99,-99,-99
18/04/2021,0.54,20,43,63,37,-99,6
18/04/2021,0.48,13,38,51,56,52,5
18/04/2021,0.24,4,22,26,72,40,3
18/04/2021,0.02,2,8,11,53,45,1
18/04/2021,0.03,1,6,8,58,30,1
18/04/2021,0.03,1,6,8,61,25,2
18/04/2021,0.03,1,7,9,54,51,1
18/04/2021,0.03,2,8,10,50,39,1
18/04/2021,0.05,1,7,9,46,37,1
18/04/2021,0.04,1,9,10,41,21,1
18/04/2021,0.07,1,13,14,35,25,1
18/04/2021,0.07,1,11,13,36,21,1
18/04/2021,0.08,1,12,13,35,19,1
18/04/2021,0.13,1,17,18,29,23,1
18/04/2021,0.17,1,17,18,27,36,2
19/04/2021,0.04,0,9,9,34,28,1
19/04/2021,0.14,1,19,20,17,29,1
19/04/2021,0.12,1,23,24,11,17,1
19/04/2021,0.09,2,21,24,11,18,1
19/04/2021,0.21,14,29,43,4,21,1
19/04/2021,0.54,59,34,93,2,24,2
19/04/2021,1,109,36,145,2,33,3
19/04/2021,1.48,154,46,200,4,33,5
19/04/2021,1.79,183,75,256,7,77,12
19/04/2021,0.67,42,53,95,28,53,3
19/04/2021,0.41,10,28,38,53,31,2
19/04/2021,0.23,6,21,27,68,28,1
19/04/2021,0.07,3,12,15,57,31,1
19/04/2021,0.06,3,9,12,52,30,1
19/04/2021,0.08,3,12,15,60,37,1
19/04/2021,0.07,3,12,15,51,52,1
19/04/2021,0.03,3,11,15,46,39,1
19/04/2021,0.08,3,12,15,42,41,1
19/04/2021,0.1,3,14,17,38,28,1
19/04/2021,0.08,2,15,17,34,21,1
19/04/2021,0.16,2,20,22,26,26,1
19/04/2021,0.22,1,21,22,25,27,1
19/04/2021,0.36,2,29,31,15,39,1
19/04/2021,-99,4,36,40,10,37,-99
20/04/2021,-99,-99,-99,-99,-99,29,-99
20/04/2021,-99,-99,-99,-99,-99,38,-99
20/04/2021,-99,-99,-99,-99,-99,42,-99
20/04/2021,0.23,4,24,28,10,33,2
20/04/2021,0.4,26,33,59,3,26,1
20/04/2021,0.72,75,34,109,1,38,3
20/04/2021,0.89,86,36,122,2,42,3
20/04/2021,1.66,149,44,193,3,38,5
20/04/2021,1.57,123,67,190,9,69,10
20/04/2021,0.99,57,67,124,26,63,5
20/04/2021,0.65,19,48,67,53,52,3
20/04/2021,0.25,10,24,35,59,31,2
20/04/2021,0.39,11,26,38,66,36,2
20/04/2021,0.27,6,26,32,86,30,2
20/04/2021,0.34,9,31,39,84,42,4
20/04/2021,0.3,6,30,35,88,49,2
20/04/2021,0.23,2,20,22,78,55,2
20/04/2021,0.21,2,17,18,58,48,2
20/04/2021,0.18,2,19,21,42,43,1
20/04/2021,0.21,3,24,27,32,35,1
20/04/2021,0.34,3,22,25,38,69,5
20/04/2021,0.51,2,24,26,38,81,4
20/04/2021,0.36,2,29,31,25,76,12
20/04/2021,0.33,2,27,28,22,56,45
21/04/2021,0.21,1,22,23,21,55,30
21/04/2021,0.26,1,20,21,21,48,14
21/04/2021,0.3,1,18,19,21,51,6
21/04/2021,0.33,4,27,31,12,56,4
21/04/2021,0.52,21,41,62,4,56,4
21/04/2021,0.68,37,41,78,1,45,4
21/04/2021,0.92,57,42,98,2,54,9
21/04/2021,1.31,86,45,131,3,56,13
21/04/2021,0.98,88,49,138,7,72,40
21/04/2021,0.73,40,49,89,22,69,29
21/04/2021,0.58,22,41,62,38,81,35
21/04/2021,0.56,18,44,62,48,75,31
21/04/2021,0.44,12,37,49,67,76,14
21/04/2021,0.41,6,28,34,90,93,9
21/04/2021,0.37,2,25,27,112,82,7
21/04/2021,0.45,1,25,26,124,96,6
21/04/2021,0.49,1,24,25,125,88,6
21/04/2021,0.49,3,30,34,81,86,3
21/04/2021,0.28,5,27,32,41,203,3
21/04/2021,0.17,3,22,25,25,111,7
21/04/2021,0.22,3,28,31,18,45,4
21/04/2021,0.18,3,30,33,15,43,5
21/04/2021,0.1,3,30,32,15,34,3
21/04/2021,0.05,2,27,29,15,30,4
22/04/2021,0.06,3,33,36,11,30,5
22/04/2021,0.08,11,39,49,5,23,4
22/04/2021,0.09,5,36,41,4,25,7
22/04/2021,0.17,4,27,30,6,29,13
22/04/2021,0.34,18,30,48,3,37,10
22/04/2021,0.72,52,32,84,1,44,7
22/04/2021,1.13,101,35,136,1,47,6
22/04/2021,1.76,156,41,197,2,69,9
22/04/2021,1.63,145,58,203,4,92,13
22/04/2021,1.17,76,73,149,16,89,11
22/04/2021,0.79,21,55,76,45,84,5
22/04/2021,0.65,13,48,61,62,85,6
22/04/2021,0.53,8,35,43,83,71,6
22/04/2021,0.35,3,23,26,106,57,5
22/04/2021,0.36,1,24,26,126,59,4
22/04/2021,0.42,1,28,29,134,75,4
22/04/2021,0.43,1,25,25,122,75,3
22/04/2021,0.35,1,20,21,75,70,2
22/04/2021,0.3,2,19,20,50,56,2
22/04/2021,0.28,1,21,22,45,64,2
22/04/2021,0.47,1,32,33,32,64,4
22/04/2021,0.51,4,35,38,29,64,3
22/04/2021,0.52,2,40,42,24,66,3
22/04/2021,0.3,0,23,24,35,49,2
23/04/2021,0.23,0,18,19,34,47,2
23/04/2021,0.26,1,26,27,26,55,2
23/04/2021,0.34,2,34,35,17,48,2
23/04/2021,0.46,6,42,48,6,54,2
23/04/2021,0.49,12,42,54,5,51,2
23/04/2021,0.64,36,46,83,2,52,2
23/04/2021,1.16,99,47,146,2,66,3
23/04/2021,2.26,201,63,264,3,84,6
23/04/2021,1.3,83,65,148,9,71,5
23/04/2021,0.83,28,56,85,27,73,4
23/04/2021,0.71,15,47,62,47,74,5
23/04/2021,0.49,10,36,46,68,67,5
23/04/2021,0.32,4,26,30,93,57,3
23/04/2021,0.39,3,26,29,112,50,3
23/04/2021,0.35,2,19,21,112,77,3
23/04/2021,0.35,2,24,26,90,63,4
23/04/2021,0.33,4,30,34,63,66,10
23/04/2021,0.36,5,30,34,53,67,5
23/04/2021,0.26,2,21,22,47,56,3
23/04/2021,0.3,1,22,23,40,66,2
23/04/2021,0.68,9,29,38,33,56,2
23/04/2021,0.56,7,35,42,32,51,2
23/04/2021,0.7,10,49,60,15,54,2
23/04/2021,0.67,7,56,63,10,55,3
24/04/2021,0.54,7,43,50,17,52,2
24/04/2021,0.56,6,39,45,13,53,2
24/04/2021,0.22,2,28,30,20,35,1
24/04/2021,0.48,6,40,46,6,39,1
24/04/2021,0.46,17,43,60,4,44,2
24/04/2021,0.73,47,45,92,1,53,2
24/04/2021,0.9,79,48,127,2,54,3
24/04/2021,1.47,140,54,194,6,82,7
24/04/2021,0.88,49,50,100,13,76,6
24/04/2021,0.63,20,37,58,34,70,12
24/04/2021,0.37,9,25,33,48,56,8
24/04/2021,0.27,6,21,27,60,51,4
24/04/2021,0.26,6,24,30,70,48,4
24/04/2021,0.3,4,23,28,83,41,5
24/04/2021,0.33,3,21,24,98,53,4
24/04/2021,0.3,1,18,20,115,54,4
24/04/2021,0.4,1,21,22,122,63,4
24/04/2021,0.4,1,21,22,101,95,4
24/04/2021,0.28,2,16,19,59,81,2
24/04/2021,0.32,1,21,22,57,66,2
24/04/2021,0.24,2,15,17,44,50,2
24/04/2021,0.17,3,20,22,33,43,4
24/04/2021,0.08,2,19,21,27,43,5
24/04/2021,0.06,1,14,14,35,36,4
25/04/2021,0.05,1,10,11,34,36,3
25/04/2021,0.07,1,12,13,29,36,7
25/04/2021,0.1,1,14,15,26,36,4
25/04/2021,0.23,3,18,21,19,34,3
25/04/2021,0.14,2,21,23,18,36,4
25/04/2021,0.31,8,29,37,6,41,3
25/04/2021,0.39,7,25,32,10,42,5
25/04/2021,0.4,9,22,31,15,45,7
25/04/2021,0.42,14,24,38,20,55,10
25/04/2021,0.4,13,25,39,32,66,11
25/04/2021,0.42,14,30,44,51,66,8
25/04/2021,0.32,4,21,25,81,63,4
25/04/2021,0.33,4,22,26,98,70,5
25/04/2021,0.45,2,22,24,120,50,5
25/04/2021,0.43,2,19,21,111,56,4
25/04/2021,0.32,2,15,17,95,58,3
25/04/2021,0.98,7,24,31,75,60,5
25/04/2021,0.22,12,32,44,41,80,6
25/04/2021,0.15,2,16,18,43,38,5
25/04/2021,0.18,2,17,19,41,37,2
25/04/2021,0.14,2,14,17,40,32,2
25/04/2021,0.19,1,16,17,34,37,2
25/04/2021,0.12,1,15,16,31,22,2
25/04/2021,0.16,2,22,24,22,29,3
26/04/2021,-99,-99,-99,-99,-99,29,-99
26/04/2021,-99,-99,-99,-99,-99,23,-99
26/04/2021,-99,-99,-99,-99,-99,32,-99
26/04/2021,0.49,1,20,21,19,31,2
26/04/2021,0.57,5,32,37,9,39,2
26/04/2021,0.72,44,40,84,1,36,2
26/04/2021,1.51,133,42,175,2,52,4
26/04/2021,1.72,154,47,201,2,77,6
26/04/2021,1.55,81,64,145,8,89,6
26/04/2021,1.01,41,55,96,24,86,8
26/04/2021,0.65,19,43,62,45,74,9
26/04/2021,0.53,7,28,35,70,61,5
26/04/2021,0.46,5,26,31,96,72,5
26/04/2021,0.54,2,23,25,125,73,5
26/04/2021,0.52,3,23,26,114,73,5
26/04/2021,0.42,2,20,22,100,58,4
26/04/2021,0.54,2,27,30,86,62,4
26/04/2021,0.45,2,27,29,54,44,2
26/04/2021,0.32,8,22,30,43,33,2
26/04/2021,0.42,7,33,40,31,89,3
26/04/2021,0.41,3,24,27,38,63,5
26/04/2021,0.31,3,28,31,33,45,4
26/04/2021,0.18,1,24,25,31,34,4
26/04/2021,0.21,2,31,33,23,32,3
27/04/2021,0.22,1,20,21,30,35,2
27/04/2021,0.33,1,28,29,20,33,2
27/04/2021,0.27,2,27,30,18,32,2
27/04/2021,0.22,4,30,33,13,28,1
27/04/2021,0.43,18,43,61,3,31,1
27/04/2021,0.97,94,47,141,1,46,3
27/04/2021,1.08,113,46,159,2,52,6
27/04/2021,1.45,133,49,182,3,59,7
27/04/2021,1.35,98,63,160,8,77,8
27/04/2021,1.02,42,66,108,28,85,6
27/04/2021,0.6,15,36,51,54,67,4
27/04/2021,0.35,4,19,23,73,60,3
27/04/2021,0.27,2,18,20,90,48,4
27/04/2021,0.46,5,19,24,100,52,4
27/04/2021,0.31,3,20,23,94,56,4
27/04/2021,0.46,4,23,27,85,50,4
27/04/2021,0.66,9,30,39,79,68,5
27/04/2021,0.43,5,26,31,79,59,5
27/04/2021,0.84,14,49,62,56,67,5
27/04/2021,0.85,8,53,61,42,74,4
27/04/2021,0.51,27,50,77,33,71,6
27/04/2021,0.36,3,30,33,36,42,3
27/04/2021,0.47,10,50,60,7,49,4
27/04/2021,0.28,2,27,29,25,49,2
28/04/2021,0.32,3,37,40,14,46,2
28/04/2021,0.22,2,30,33,16,40,2
28/04/2021,0.29,5,34,39,8,43,2
28/04/2021,0.31,7,35,43,5,43,2
28/04/2021,0.59,27,41,68,2,49,2
28/04/2021,0.96,62,44,106,1,54,3
28/04/2021,1.22,97,46,142,1,60,3
28/04/2021,1.64,115,53,168,3,66,4
28/04/2021,1.42,82,69,151,8,89,4
28/04/2021,0.99,41,66,107,25,93,6
28/04/2021,0.96,26,67,93,44,101,6
28/04/2021,0.59,16,33,49,64,78,4
28/04/2021,0.4,9,31,40,77,75,4
28/04/2021,0.25,3,17,20,94,65,3
28/04/2021,0.3,3,17,20,108,57,4
28/04/2021,0.33,1,18,20,115,72,8
28/04/2021,0.39,1,24,25,89,83,5
28/04/2021,0.46,2,28,30,62,61,2
28/04/2021,0.42,3,33,36,60,92,5
28/04/2021,0.35,9,31,41,33,30,1
28/04/2021,0.31,4,32,36,25,23,1
28/04/2021,0.12,3,24,27,34,16,1
28/04/2021,0.02,1,14,15,40,10,1
28/04/2021,0.01,1,15,16,35,12,1
29/04/2021,0.16,2,31,33,16,15,1
29/04/2021,0.17,3,31,34,9,16,1
29/04/2021,0.21,4,39,43,7,23,1
29/04/2021,0.31,11,41,52,4,22,1
29/04/2021,0.43,56,44,100,1,35,3
29/04/2021,0.69,68,35,103,1,32,2
29/04/2021,1.06,90,33,123,2,39,3
29/04/2021,1.47,118,46,164,3,56,4
29/04/2021,1.42,118,62,180,8,80,13
29/04/2021,0.83,45,62,107,25,74,6
29/04/2021,0.98,23,63,85,52,79,4
29/04/2021,0.64,9,39,49,79,70,3
29/04/2021,0.46,7,28,35,92,60,3
29/04/2021,0.5,6,32,38,106,57,3
29/04/2021,0.46,4,33,37,108,54,3
29/04/2021,0.45,3,34,37,84,50,3
29/04/2021,0.6,3,47,50,68,66,2
29/04/2021,0.53,7,38,45,36,38,1
29/04/2021,0.69,10,43,53,33,50,2
29/04/2021,0.37,4,30,35,34,60,3
29/04/2021,0.24,3,28,31,35,42,4
29/04/2021,0.26,2,29,31,33,31,2
29/04/2021,0.25,2,30,31,31,28,2
29/04/2021,0.2,2,23,25,31,28,1
30/04/2021,0.21,4,29,33,18,30,2
30/04/2021,0.23,2,27,29,18,30,2
30/04/2021,0.18,1,27,28,16,29,2
30/04/2021,0.16,3,30,33,12,27,4
30/04/2021,0.23,9,32,41,8,29,2
30/04/2021,0.52,31,38,69,2,27,2
30/04/2021,0.69,39,38,78,3,34,2
30/04/2021,1.16,70,44,113,5,41,3
30/04/2021,0.96,49,44,93,16,50,6
30/04/2021,0.83,50,55,106,21,62,7
30/04/2021,0.42,13,33,47,49,57,3
30/04/2021,0.68,12,39,51,70,66,4
30/04/2021,0.49,6,31,37,89,66,3
30/04/2021,0.79,7,36,43,104,83,4
30/04/2021,0.79,4,38,42,88,74,3
30/04/2021,0.82,4,45,49,73,78,2
30/04/2021,1.23,13,64,77,36,59,2
30/04/2021,1.08,11,68,79,27,56,3
30/04/2021,0.5,9,27,35,38,16,3
30/04/2021,-99,-99,-99,-99,-99,-99,-99
30/04/2021,0.56,9,42,52,12,-99,2
30/04/2021,0.69,16,44,60,4,27,2
30/04/2021,0.86,22,46,67,1,22,2
30/04/2021,0.6,17,39,56,4,23,2
01/05/2021,0.34,8,32,40,2,16,1
01/05/2021,0.19,4,25,29,8,24,1
01/05/2021,0.12,3,23,25,9,18,1
01/05/2021,0.18,8,27,35,3,21,1
01/05/2021,0.37,19,23,41,1,26,1
01/05/2021,0.7,61,25,86,2,28,2
01/05/2021,1.12,112,27,138,2,26,3
01/05/2021,1.17,89,34,124,4,42,2
01/05/2021,0.81,37,39,76,16,53,3
01/05/2021,0.57,16,34,50,43,57,2
01/05/2021,0.23,4,17,22,67,54,1
01/05/2021,0.37,8,28,36,73,56,3
01/05/2021,0.23,4,17,21,78,44,2
01/05/2021,0.18,4,16,20,75,44,1
01/05/2021,0.11,2,12,15,63,30,1
01/05/2021,0.04,3,10,13,51,35,1
01/05/2021,0.05,2,8,10,52,43,1
01/05/2021,0.05,2,9,11,50,31,1
01/05/2021,0.21,2,18,20,45,31,1
01/05/2021,0.3,3,21,24,38,34,1
01/05/2021,0.13,1,14,15,38,18,1
01/05/2021,0.38,2,29,31,22,42,1
01/05/2021,0.5,4,34,37,15,33,1
01/05/2021,0.46,3,35,38,13,35,2
02/05/2021,-99,-99,-99,-99,-99,37,-99
02/05/2021,-99,-99,-99,-99,-99,32,-99
02/05/2021,-99,-99,-99,-99,-99,32,-99
02/05/2021,0.44,9,34,43,4,30,1
02/05/2021,0.45,10,33,42,5,34,1
02/05/2021,0.54,26,33,59,7,34,1
02/05/2021,0.88,61,32,93,2,37,2
02/05/2021,1.1,54,33,87,4,44,2
02/05/2021,0.95,39,38,77,14,60,3
02/05/2021,0.59,32,38,69,28,60,5
02/05/2021,0.28,11,23,34,52,43,3
02/05/2021,0.1,2,7,10,53,27,1
02/05/2021,0.09,1,7,8,58,19,2
02/05/2021,0.21,2,10,12,78,22,2
02/05/2021,0.24,1,10,11,85,21,2
02/05/2021,0.28,1,12,13,84,28,2
02/05/2021,0.2,2,10,11,54,26,1
02/05/2021,0.32,7,26,34,41,35,2
02/05/2021,0.38,10,40,50,31,40,2
02/05/2021,0.23,3,19,22,32,23,1
02/05/2021,0.26,2,19,21,23,23,1
02/05/2021,0.2,2,18,20,22,20,1
02/05/2021,0.17,1,18,19,20,31,2
02/05/2021,0.11,0,13,13,24,30,2
03/05/2021,0.23,5,28,33,10,36,2
03/05/2021,0.35,11,36,46,3,29,2
03/05/2021,0.32,10,34,44,3,33,2
03/05/2021,0.28,15,31,46,2,32,1
03/05/2021,0.5,25,32,57,2,36,2
03/05/2021,0.91,77,33,111,2,39,3
03/05/2021,1.52,129,32,161,2,45,3
03/05/2021,1.65,117,43,160,5,54,4
03/05/2021,1.06,59,46,106,18,59,3
03/05/2021,0.46,17,30,47,39,36,2
03/05/2021,0.38,15,27,42,45,30,2
03/05/2021,0.29,7,17,23,67,19,1
03/05/2021,0.26,7,21,27,75,31,2
03/05/2021,0.15,3,15,18,74,44,2
03/05/2021,0.02,2,8,10,57,16,1
03/05/2021,0.19,8,19,27,59,46,2
03/05/2021,0.19,4,16,20,63,43,2
03/05/2021,0.1,2,11,13,49,39,1
03/05/2021,0.09,1,14,15,38,32,1
03/05/2021,0.18,1,14,16,33,48,1
03/05/2021,0.11,1,13,14,29,21,1
03/05/2021,0.13,1,11,12,30,38,1
03/05/2021,0.24,1,22,23,19,34,1
03/05/2021,0.32,3,26,29,16,24,2
04/05/2021,0.22,1,21,22,19,36,1
04/05/2021,0.27,4,26,31,12,25,1
04/05/2021,0.38,7,28,35,12,32,2
04/05/2021,0.25,8,32,40,8,36,2
04/05/2021,0.38,21,33,54,4,32,2
04/05/2021,0.79,88,32,120,1,38,3
04/05/2021,0.86,85,33,118,2,39,3
04/05/2021,1.55,142,41,183,3,54,4
04/05/2021,1.14,82,50,132,11,59,7
04/05/2021,0.72,32,46,77,29,53,6
04/05/2021,0.55,26,45,70,38,36,6
04/05/2021,0.3,8,24,32,62,33,2
04/05/2021,0.41,9,31,40,78,31,3
04/05/2021,0.31,5,22,27,94,39,2
